employee_id,employee_name,month,salary_amount
LSH012,朱仝,202410,26000
LSH012,朱仝,202411,26000
LSH012,朱仝,202412,26000
LSH013,鲁智深,202201,25000
LSH013,鲁智深,202202,25000
LSH013,鲁智深,202203,25000
LSH013,鲁智深,202204,25000
LSH013,鲁智深,202205,25000
LSH013,鲁智深,202206,25000
LSH013,鲁智深,202207,25000
LSH013,鲁智深,202208,25000
LSH013,鲁智深,202209,25000
LSH013,鲁智深,202210,25000
LSH013,鲁智深,202211,25000
LSH013,鲁智深,202212,25000
LSH013,鲁智深,202301,26000
LSH013,鲁智深,202302,26000
LSH013,鲁智深,202303,26000
LSH013,鲁智深,202304,26000
LSH013,鲁智深,202305,26000
LSH013,鲁智深,202306,26000
LSH013,鲁智深,202307,26000
LSH013,鲁智深,202308,26000
LSH013,鲁智深,202309,26000
LSH013,鲁智深,202310,26000
LSH013,鲁智深,202311,26000
LSH013,鲁智深,202312,26000
LSH013,鲁智深,202401,27000
LSH013,鲁智深,202402,27000
LSH013,鲁智深,202403,27000
LSH013,鲁智深,202404,27000
LSH013,鲁智深,202405,27000
LSH013,鲁智深,202406,27000
LSH013,鲁智深,202407,27000
LSH013,鲁智深,202408,27000
LSH013,鲁智深,202409,27000
LSH013,鲁智深,202410,27000
LSH013,鲁智深,202411,27000
LSH013,鲁智深,202412,27000
LSH014,武松,202201,27000
LSH014,武松,202202,27000
LSH014,武松,202203,27000
LSH014,武松,202204,27000
LSH014,武松,202205,27000
LSH014,武松,202206,27000
LSH014,武松,202207,27000
LSH014,武松,202208,27000
LSH014,武松,202209,27000
LSH014,武松,202210,27000
LSH014,武松,202211,27000
LSH014,武松,202212,27000
LSH014,武松,202301,28000
LSH014,武松,202302,28000
LSH014,武松,202303,28000
LSH014,武松,202304,28000
LSH014,武松,202305,28000
LSH014,武松,202306,28000
LSH014,武松,202307,28000
LSH014,武松,202308,28000
LSH014,武松,202309,28000
LSH014,武松,202310,28000
LSH014,武松,202311,28000
LSH014,武松,202312,28000
LSH014,武松,202401,30000
LSH014,武松,202402,30000
LSH014,武松,202403,30000
LSH014,武松,202404,30000
LSH014,武松,202405,30000
LSH014,武松,202406,30000
LSH014,武松,202407,30000
LSH014,武松,202408,30000
LSH014,武松,202409,30000
LSH014,武松,202410,30000
LSH014,武松,202411,30000
LSH014,武松,202412,30000
LSH015,董平,202201,23000
LSH015,董平,202202,23000
LSH015,董平,202203,23000
LSH015,董平,202204,23000
LSH015,董平,202205,23000
LSH015,董平,202206,23000
LSH015,董平,202207,23000
LSH015,董平,202208,23000
LSH015,董平,202209,23000
LSH015,董平,202210,23000
LSH015,董平,202211,23000
LSH015,董平,202212,23000
LSH015,董平,202301,24000
LSH015,董平,202302,24000
LSH015,董平,202303,24000
LSH015,董平,202304,24000
LSH015,董平,202305,24000
LSH015,董平,202306,24000
LSH015,董平,202307,24000
LSH015,董平,202308,24000
LSH015,董平,202309,24000
LSH015,董平,202310,24000
LSH015,董平,202311,24000
LSH015,董平,202312,24000
LSH015,董平,202401,25000
LSH015,董平,202402,25000
LSH015,董平,202403,25000
LSH015,董平,202404,25000
LSH015,董平,202405,25000
LSH015,董平,202406,25000
LSH015,董平,202407,25000
LSH015,董平,202408,25000
LSH015,董平,202409,25000
LSH015,董平,202410,25000
LSH015,董平,202411,25000
LSH015,董平,202412,25000
LSH016,张清,202201,21000
LSH016,张清,202202,21000
LSH016,张清,202203,21000
LSH016,张清,202204,21000
LSH016,张清,202205,21000
LSH016,张清,202206,21000
LSH016,张清,202207,21000
LSH016,张清,202208,21000
LSH016,张清,202209,21000
LSH016,张清,202210,21000
LSH016,张清,202211,21000
LSH016,张清,202212,21000
LSH016,张清,202301,22000
LSH016,张清,202302,22000
LSH016,张清,202303,22000
LSH016,张清,202304,22000
LSH016,张清,202305,22000
LSH016,张清,202306,22000
LSH016,张清,202307,22000
LSH016,张清,202308,22000
LSH016,张清,202309,22000
LSH016,张清,202310,22000
LSH016,张清,202311,22000
LSH016,张清,202312,22000
LSH016,张清,202401,23000
LSH016,张清,202402,23000
LSH016,张清,202403,23000
LSH016,张清,202404,23000
LSH016,张清,202405,23000
LSH016,张清,202406,23000
LSH016,张清,202407,23000
LSH016,张清,202408,23000
LSH016,张清,202409,23000
LSH016,张清,202410,23000
LSH016,张清,202411,23000
LSH016,张清,202412,23000
LSH017,杨志,202201,24000
LSH017,杨志,202202,24000
LSH017,杨志,202203,24000
LSH017,杨志,202204,24000
LSH017,杨志,202205,24000
LSH017,杨志,202206,24000
LSH017,杨志,202207,24000
LSH017,杨志,202208,24000
LSH017,杨志,202209,24000
LSH017,杨志,202210,24000
LSH017,杨志,202211,24000
LSH017,杨志,202212,24000
LSH017,杨志,202301,25000
LSH017,杨志,202302,25000
LSH017,杨志,202303,25000
LSH017,杨志,202304,25000
LSH017,杨志,202305,25000
LSH017,杨志,202306,25000
LSH017,杨志,202307,25000
LSH017,杨志,202308,25000
LSH017,杨志,202309,25000
LSH017,杨志,202310,25000
LSH017,杨志,202311,25000
LSH017,杨志,202312,25000
LSH017,杨志,202401,26000
LSH017,杨志,202402,26000
LSH017,杨志,202403,26000
LSH017,杨志,202404,26000
LSH017,杨志,202405,26000
LSH017,杨志,202406,26000
LSH017,杨志,202407,26000
LSH017,杨志,202408,26000
LSH017,杨志,202409,26000
LSH017,杨志,202410,26000
LSH017,杨志,202411,26000
LSH017,杨志,202412,26000
LSH018,徐宁,202201,20000
LSH018,徐宁,202202,20000
LSH018,徐宁,202203,20000
LSH018,徐宁,202204,20000
LSH018,徐宁,202205,20000
LSH018,徐宁,202206,20000
LSH018,徐宁,202207,20000
LSH018,徐宁,202208,20000
LSH018,徐宁,202209,20000
LSH018,徐宁,202210,20000
LSH018,徐宁,202211,20000
LSH018,徐宁,202212,20000
LSH018,徐宁,202301,21000
LSH018,徐宁,202302,21000
LSH018,徐宁,202303,21000
LSH018,徐宁,202304,21000
LSH018,徐宁,202305,21000
LSH018,徐宁,202306,21000
LSH018,徐宁,202307,21000
LSH018,徐宁,202308,21000
LSH018,徐宁,202309,21000
LSH018,徐宁,202310,21000
LSH018,徐宁,202311,21000
LSH018,徐宁,202312,21000
LSH018,徐宁,202401,22000
LSH018,徐宁,202402,22000
LSH018,徐宁,202403,22000
LSH018,徐宁,202404,22000
LSH018,徐宁,202405,22000
LSH018,徐宁,202406,22000
LSH018,徐宁,202407,22000
LSH018,徐宁,202408,22000
LSH018,徐宁,202409,22000
LSH018,徐宁,202410,22000
LSH018,徐宁,202411,22000
LSH018,徐宁,202412,22000
LSH019,索超,202201,19000
LSH019,索超,202202,19000
LSH019,索超,202203,19000
LSH019,索超,202204,19000
LSH019,索超,202205,19000
LSH019,索超,202206,19000
LSH019,索超,202207,19000
LSH019,索超,202208,19000
LSH019,索超,202209,19000
LSH019,索超,202210,19000
LSH019,索超,202211,19000
LSH019,索超,202212,19000
LSH019,索超,202301,20000
LSH019,索超,202302,20000
LSH019,索超,202303,20000
LSH019,索超,202304,20000
LSH019,索超,202305,20000
LSH019,索超,202306,20000
LSH019,索超,202307,20000
LSH019,索超,202308,20000
LSH019,索超,202309,20000
LSH019,索超,202310,20000
LSH019,索超,202311,20000
LSH019,索超,202312,20000
LSH019,索超,202401,21000
LSH019,索超,202402,21000
LSH019,索超,202403,21000
LSH019,索超,202404,21000
LSH019,索超,202405,21000
LSH019,索超,202406,21000
LSH019,索超,202407,21000
LSH019,索超,202408,21000
LSH019,索超,202409,21000
LSH019,索超,202410,21000
LSH019,索超,202411,21000
LSH019,索超,202412,21000
LSH020,戴宗,202201,18000
LSH020,戴宗,202202,18000
LSH020,戴宗,202203,18000
LSH020,戴宗,202204,18000
LSH020,戴宗,202205,18000
LSH020,戴宗,202206,18000
LSH020,戴宗,202207,18000
LSH020,戴宗,202208,18000
LSH020,戴宗,202209,18000
LSH020,戴宗,202210,18000
LSH020,戴宗,202211,18000
LSH020,戴宗,202212,18000
LSH020,戴宗,202301,19000
LSH020,戴宗,202302,19000
LSH020,戴宗,202303,19000
LSH020,戴宗,202304,19000
LSH020,戴宗,202305,19000
LSH020,戴宗,202306,19000
LSH020,戴宗,202307,19000
LSH020,戴宗,202308,19000
LSH020,戴宗,202309,19000
LSH020,戴宗,202310,19000
LSH020,戴宗,202311,19000
LSH020,戴宗,202312,19000
LSH020,戴宗,202401,20000
LSH020,戴宗,202402,20000
LSH020,戴宗,202403,20000
LSH020,戴宗,202404,20000
LSH020,戴宗,202405,20000
LSH020,戴宗,202406,20000
LSH020,戴宗,202407,20000
LSH020,戴宗,202408,20000
LSH020,戴宗,202409,20000
LSH020,戴宗,202410,20000
LSH020,戴宗,202411,20000
LSH020,戴宗,202412,20000
